url,id,photo,title,rating_number,rating_text,reviews_count,avg_text,type,cuisines,tags
https://www.restoclub.ru/msk/place/janis,32029,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/3/6/b/0/36b0fca8448b1e8cfd26ea6bc48adc6e.jpg,Янис,0.0,Мало отзывов,1,2000,Банкетный зал,европейская,парковка
https://www.restoclub.ru/msk/place/sumosan,31332,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/a/f/b/b/afbbdb60603954a0299f6e59c4f922a2.jpg,Sumosan,0.0,Мало отзывов,Добавить,2500,Ресторан,"японская,суши",доставка
https://www.restoclub.ru/msk/place/chef-arbat,44772,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/0/c/c/7/0cc7aa638ff528e38d98def44b146998.jpg,Chef Arbat,0.0,Мало отзывов,Добавить,2200,Ресторан,"стейки,бургеры,американская,турецкая",
https://www.restoclub.ru/msk/place/chester-ferry,36230,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/a/e/5/4/ae542137a3876855b81bea6eda2d5fa9.jpg,Chester Ferry,0.0,Мало отзывов,1,2500,Ресторан,"европейская,средиземноморская,стейки","бизнес-ланч,доставка,камин,ресторан у воды,парковка"
https://www.restoclub.ru/msk/place/champagne-by-champagne,48607,https://cdn.images.restoclub.ru/uploads/place/4/a/1/3/4a13aa9de58ecf108e5769b48954c282_w958_h835--big.jpg,Champagne by Champagne,0.0,Мало отзывов,Добавить,2100,Гастробар,"европейская,рыба и морепродукты,устрицы,коктейли",завтрак
https://www.restoclub.ru/msk/place/vera-park,35488,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/7/4/2/3/7423d918af797e010a65fd27fefbdab0.jpg,Вера Park,0.0,Мало отзывов,Добавить,2000,Ресторан,смешанная,"караоке,живая музыка,кальян"
https://www.restoclub.ru/msk/place/mochai-1,45717,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/2/2/d/b/22dbc8743f560aaf840551cbc76d683d.jpg,Мойчай,0.0,Мало отзывов,Добавить,2000,Чайная,сладости,
https://www.restoclub.ru/msk/place/weston-lounge-club,47183,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/9/a/f/2/9af294d4a24d93a0153dd601cca8493f.jpg,Weston Lounge Club,0.0,Мало отзывов,Добавить,2700,Лаунж,закуски,"бизнес-ланч,кальян"
https://www.restoclub.ru/msk/place/verona,31683,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/6/8/1/1/68116d710d1cefd42fd0b5a087f58006.jpg,Верона,0.0,Мало отзывов,1,2000,Кафе,"итальянская,пицца",
https://www.restoclub.ru/msk/place/davidoff,37925,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/8/5/8/2/85825e47fe7a23af0db0f0820c043050.jpg,Davidoff,0.0,Мало отзывов,Добавить,2000,Ресторан,"средиземноморская,итальянская",
https://www.restoclub.ru/msk/place/dizajn-holl,39888,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/9/b/6/9/9b693103b5752be764d07c028e54456d.jpg,Дизайн-холл,0.0,Мало отзывов,1,2500,Банкетный зал,"европейская,русская",парковка
https://www.restoclub.ru/msk/place/rojal-3,34966,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/3/d/4/8/3d485a74b56aa340265b8c871729bd46.jpg,Роял,0.0,Мало отзывов,Добавить,2500,Ресторан,"европейская,кавказская","кальян,доставка,парковка"
https://www.restoclub.ru/msk/place/loro,45074,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/1/2/0/e/120edabb44d09ca01ed7680856b48650.jpg,Loro,0.0,Мало отзывов,1,2500,Ресторан,"европейская,итальянская",
https://www.restoclub.ru/msk/place/ljubit-po-russki-1,37607,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/e/2/3/b/e23b0e55a08a21b54150b3bae501055a.jpg,Любить по-русски,8.1,Отлично,3,2000,Ресторан,"европейская,русская","за городом,бильярд,ресторан у воды,парковка"
https://www.restoclub.ru/msk/place/lubjanka,37143,/uploads/place_thumbnail_big/6/8/b/a/68baad2b2b54a79fc9f4076044c3a538.jpg,Лубянка,8.4,Отлично,3,2000,Клуб,европейская,караоке
https://www.restoclub.ru/msk/place/dante-kitchen-bar,41856,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/5/5/6/7/556798e336801e8a4195e3e0e149739f.jpg,Dante Kitchen + Bar,0.0,Мало отзывов,Добавить,2000,Ресторан,"европейская,коктейли,итальянская,авторская",
https://www.restoclub.ru/msk/place/kurshevel-1,31609,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/4/a/9/a/4a9a735fe13145e0eb9e060c4b780811.jpg,Куршевель,8.4,Отлично,3,2500,Винотека,"европейская,смешанная,крабы,японская","детское меню,караоке,живая музыка,парковка"
https://www.restoclub.ru/msk/place/casa-agave,31611,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/4/a/7/0/4a700ae1dad2791889d385569aad822a.jpg,Casa Agave,9.2,Идеально,16,2000,Ресторан,"мексиканская,латиноамериканская,коктейли","здесь танцуют,бизнес-ланч,dj,доставка,парковка"
https://www.restoclub.ru/msk/place/mercedes-bar,37728,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/b/f/f/2/bff2e5b9ab3152f03b7178f21e629bba.jpg,Mercedes Bar,8.6,Отлично,5,2700,Бар,"европейская,азиатская,коктейли,суши,рыба и морепродукты,японская","панорамный вид,парковка"
https://www.restoclub.ru/msk/place/leningrad-2,31729,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/5/9/a/3/59a3fc1a6bf7143793e70ee2214a91c5.jpg,Leningrad,8.2,Отлично,37,2500,Ресторан,"азиатская,европейская,суши,рыба и морепродукты,японская","здесь танцуют,панорамный вид,живая музыка,шоу-программа,dj"
https://www.restoclub.ru/msk/place/gusto-1,31655,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/3/1/5/e/315e946957e08234cb598c16ffb2305b.jpg,Gusto,7.0,Хорошо,22,2000,Ресторан,"итальянская,европейская,пицца,коктейли","живая музыка,бизнес-ланч,шоу-программа,кальян,спортивные трансляции"
https://www.restoclub.ru/msk/place/jamie-s-italian-1,31418,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/1/d/a/b/1dab2c9b46ccca9a43f808172e7a81ac.jpg,Jamie's Italian,7.5,Хорошо,6,2000,Ресторан,"итальянская,пицца","детское меню,кулинарные мастер-классы,парковка"
https://www.restoclub.ru/msk/place/archie,38111,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/2/b/0/8/2b08798717f5498bff79313822dab1ec.jpg,Archie,6.6,Неплохо,6,2000,Ресторан,"европейская,авторская",завтрак
https://www.restoclub.ru/msk/place/brix,31019,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/2/3/6/8/2368b07c3f63036ee1e945715033f99e.jpg,Brix,7.4,Хорошо,4,2000,Винотека,европейская,"бизнес-ланч,доставка"
https://www.restoclub.ru/msk/place/bocconcino-4,38721,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/0/8/3/b/083b272f3f8266122dd3aba4f9c67c56.jpg,Bocconcino,8.0,Отлично,3,2000,Ресторан,"итальянская,пицца,суши,японская","панорамный вид,доставка,парковка"
https://www.restoclub.ru/msk/place/venecija-2,32614,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/8/c/7/b/8c7b453f758d68428586bcd392004ee5.jpg,Венеция,8.3,Отлично,5,2000,Ресторан,"итальянская,пицца",
https://www.restoclub.ru/msk/place/bellagio,31360,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/d/a/5/4/da54a09fe2352d880e12b27d0b5604ce.jpg,Bellagio,8.2,Отлично,6,2500,Ресторан,"итальянская,пицца,стейки","детское меню,детская комната,живая музыка,шоу-программа,доставка"
https://www.restoclub.ru/msk/place/tatler,31690,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/d/1/6/3/d16322766ca1f40434a4ac0595a73340.jpg,Tatler,8.7,Отлично,6,2500,Ресторан,"европейская,японская,устрицы,крабы,украинская",парковка
https://www.restoclub.ru/msk/place/primavera,32267,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/f/2/8/c/f28c322d1f0418c11a128d45615d737a.jpg,Primavera,8.9,Отлично,5,2000,Ресторан,"европейская,пицца","за городом,детское меню,доставка"
https://www.restoclub.ru/msk/place/tan,30931,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/2/d/3/1/2d3108b0a10ebc8e61e46c2a606153f1.jpg,Тан,8.3,Отлично,10,2700,Ресторан,"азиатская,китайская","детское меню,караоке,живая музыка,бизнес-ланч,шоу-программа"
https://www.restoclub.ru/msk/place/oblaka,31100,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/a/4/a/0/a4a062fc3e30da92e5f6969d3b59d09e.jpg,Oblaka,8.4,Отлично,30,2600,Ресторан,"средиземноморская,авторская,устрицы,рыба и морепродукты,коктейли","здесь танцуют,панорамный вид,караоке,живая музыка,шоу-программа"
https://www.restoclub.ru/msk/place/table-one,43562,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/6/a/3/5/6a355db858b62e590567c1e0da46dd77.jpg,Table One,7.1,Хорошо,3,2000,Кафе,европейская,"бизнес-ланч,dj,завтрак"
https://www.restoclub.ru/msk/place/la-provincia,30717,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/c/8/a/8/c8a800d7643d04bb2e1256ca7bfc3c6f.jpg,La Provincia,8.4,Отлично,14,2500,Ресторан,"итальянская,коктейли,пицца","живая музыка,спортивные трансляции,завтрак,доставка,парковка"
https://www.restoclub.ru/msk/place/bakinskij-bulvar-4,30866,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/0/1/b/a/01babb01d37f10b7b92e9ba69a77607a.jpg,Бакинский бульвар,7.9,Хорошо,19,2200,Ресторан,"европейская,азербайджанская,восточная,кавказская,русская,постное меню","живая музыка,шоу-программа,кальян,доставка,парковка"
https://www.restoclub.ru/msk/place/vladimir,33247,/uploads/place_thumbnail_big/4/7/1/9/47190f8674e8542f5aace1cff3e85a8d.jpg,Владимир,8.8,Отлично,2,2000,Ресторан,"европейская,пицца","при отеле,детское меню,завтрак"
https://www.restoclub.ru/msk/place/belyj-zhuravl,30667,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/7/d/2/3/7d23787d5854bb094fd96f76dd73211b.jpg,Белый журавль,8.2,Отлично,22,2000,Ресторан,корейская,"доставка,кабинки,парковка"
https://www.restoclub.ru/msk/place/voshod,40901,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/4/d/4/8/4d481e5c5c010158dc86f71f3d06f799.jpg,Восход,8.3,Отлично,14,2100,Ресторан,"русская,смешанная,кавказская,рыба и морепродукты,шашлыки",панорамный вид
https://www.restoclub.ru/msk/place/chainaya-tea-cocktails,30676,https://cdn.images.restoclub.ru/uploads/place_thumbnail_big/e/6/1/1/e611e81c2b6e020a52bf476423f71cfe.jpg,Chainaya. Tea & Cocktails,8.4,Отлично,3,2000,Кафе,"китайская,азиатская,коктейли",парковка
